geocode,municipio,latitude,longitude
4202131,BELA VISTA DO TOLDO,-26.276228,-50.464788
4202156,BELMONTE,-26.844586,-53.580977
4202206,BENEDITO NOVO,-26.777508,-49.364403
4202305,BIGUAÇU,-27.494323,-48.654489
4202404,BLUMENAU,-26.916108,-49.057631
4202438,BOCAINA DO SUL,-27.743198,-49.945898
4202453,BOMBINHAS,-27.144255,-48.521345
4202503,BOM JARDIM DA SERRA,-28.337947,-49.624978
4202537,BOM JESUS,-26.735923,-52.393016
4202578,BOM JESUS DO OESTE,-26.691812,-53.09535
4202602,BOM RETIRO,-27.798671,-49.489834
4202701,BOTUVERÁ,-27.202107,-49.078484
4202800,BRAÇO DO NORTE,-28.280039,-49.164548
4202859,BRAÇO DO TROMBUDO,-27.364251,-49.890908
4202875,BRUNÓPOLIS,-27.318362,-50.835921
4202909,BRUSQUE,-27.09831,-48.915163
4203006,CAÇADOR,-26.775348,-51.019035
4203105,CAIBI,-27.073054,-53.250527
4203154,CALMON,-26.604677,-51.096635
4203204,CAMBORIÚ,-27.026456,-48.649996
4203253,CAPÃO ALTO,-27.941685,-50.511479
4203303,CAMPO ALEGRE,-26.190659,-49.263344
4203402,CAMPO BELO DO SUL,-27.896657,-50.761994
4203501,CAMPO ERÊ,-26.394551,-53.090155
4203600,CAMPOS NOVOS,-27.399053,-51.223673
4203709,CANELINHA,-27.272415,-48.789273
4203808,CANOINHAS,-26.178807,-50.397849
4203907,CAPINZAL,-27.344278,-51.611363
4203956,CAPIVARI DE BAIXO,-28.449046,-48.960575
4204004,CATANDUVAS,-27.072035,-51.658948
4204103,CAXAMBU DO SUL,-27.161282,-52.880475
4204152,CELSO RAMOS,-27.634739,-51.335994
4204178,CERRO NEGRO,-27.795828,-50.870062
4204194,CHAPADÃO DO LAGEADO,-27.585298,-49.544326
4204202,CHAPECÓ,-27.106837,-52.617031
4204251,COCAL DO SUL,-28.603023,-49.327129
4204301,CONCÓRDIA,-27.233659,-52.023971
4204350,CORDILHEIRA ALTA,-26.985081,-52.603251
4204400,CORONEL FREITAS,-26.903251,-52.709151
4204459,CORONEL MARTINS,-26.511638,-52.669699
4204509,CORUPÁ,-26.431966,-49.226737
4204558,CORREIA PINTO,-27.584808,-50.363761
4204608,CRICIÚMA,-28.673572,-49.36594
4204707,CUNHA PORÃ,-26.891727,-53.173846
4204756,CUNHATAÍ,-26.97314,-53.09329
4204806,CURITIBANOS,-27.282983,-50.582601
4204905,DESCANSO,-26.81787,-53.504629
4205001,DIONÍSIO CERQUEIRA,-26.266489,-53.631395
4205100,DONA EMMA,-26.986301,-49.716898
4205159,DOUTOR PEDRINHO,-26.720461,-49.479293
4205175,ENTRE RIOS,-26.723621,-52.562534
4205191,ERMO,-28.985082,-49.643405
4205209,ERVAL VELHO,-27.273895,-51.443433
4205308,FAXINAL DOS GUEDES,-26.859787,-52.271415
4205357,FLOR DO SERTÃO,-26.779432,-53.344891
4205407,FLORIANÓPOLIS,-27.587796,-48.547637
4205431,FORMOSA DO SUL,-26.648523,-52.79345
4205456,FORQUILHINHA,-28.742415,-49.468861
4205506,FRAIBURGO,-27.023447,-50.925079
4205555,FREI ROGÉRIO,-27.174751,-50.806408
4205605,GALVÃO,-26.455476,-52.682002
4205704,GAROPABA,-28.020896,-48.612557
4205803,GARUVA,-26.022076,-48.849842
4205902,GASPAR,-26.918369,-48.967707
4206009,GOVERNADOR CELSO RAMOS,-27.318646,-48.578167
4206108,GRÃO PARÁ,-28.183987,-49.219996
4206207,GRAVATAL,-28.329131,-49.03947
4206306,GUABIRUBA,-27.060325,-48.98356
4206405,GUARACIABA,-26.600348,-53.52209
4206504,GUARAMIRIM,-26.474445,-48.992104
4206603,GUARUJÁ DO SUL,-26.384921,-53.525445
4206652,GUATAMBÚ,-27.136911,-52.78384
4206702,HERVAL D'OESTE,-27.170303,-51.496215
4206751,IBIAM,-27.180583,-51.239428
4206801,IBICARÉ,-27.091549,-51.36845
4206900,IBIRAMA,-27.053541,-49.522028
4207007,IÇARA,-28.707084,-49.300823
4207106,ILHOTA,-26.904625,-48.825014
4207205,IMARUÍ,-28.34385,-48.814672
4207304,IMBITUBA,-28.239951,-48.669284
4207403,IMBUIA,-27.494604,-49.427729
4207502,INDAIAL,-26.906256,-49.24014
4207577,IOMERÊ,-27.001078,-51.240619
4207601,IPIRA,-27.409709,-51.770854
4207650,IPORÃ DO OESTE,-26.996017,-53.539512
4207684,IPUAÇU,-26.63256,-52.454297
4207700,IPUMIRIM,-27.068326,-52.140541
4207759,IRACEMINHA,-26.824065,-53.276058
4207809,IRANI,-27.016187,-51.904108
4207858,IRATI,-26.657227,-52.895011
4207908,IRINEÓPOLIS,-26.236613,-50.8039
4208005,ITÁ,-27.281779,-52.329183
4208104,ITAIÓPOLIS,-26.337126,-49.908756
4208203,ITAJAÍ,-26.907426,-48.657023
4208302,ITAPEMA,-27.095938,-48.617399
4208401,ITAPIRANGA,-27.175375,-53.714802
4208450,ITAPOÁ,-26.006048,-48.604168
4208500,ITUPORANGA,-27.414858,-49.603415
4208609,JABORÁ,-27.172853,-51.743354
4208708,JACINTO MACHADO,-29.001419,-49.761769
4208807,JAGUARUNA,-28.624964,-49.049129
4208906,JARAGUÁ DO SUL,-26.490484,-49.076299
4208955,JARDINÓPOLIS,-26.720569,-52.858899
4209003,JOAÇABA,-27.173945,-51.50669
4209102,JOINVILLE,-26.304518,-48.849409
4209151,JOSÉ BOITEUX,-26.954683,-49.623807
4209177,JUPIÁ,-26.393703,-52.734381
4209201,LACERDÓPOLIS,-27.2646,-51.562866
4209300,LAGES,-27.817259,-50.330222
4209409,LAGUNA,-28.483586,-48.781389
4209458,LAJEADO GRANDE,-26.860942,-52.566035
4209508,LAURENTINO,-27.212388,-49.755264
4209607,LAURO MULLER,-28.393585,-49.394307
4209706,LEBON RÉGIS,-26.929114,-50.691828
4209805,LEOBERTO LEAL,-27.50639,-49.289401
4209854,LINDÓIA DO SUL,-27.047464,-52.080923
4209904,LONTRAS,-27.157487,-49.544829
4210001,LUIZ ALVES,-26.721111,-48.926047
4210035,LUZERNA,-27.129896,-51.467946
4210050,MACIEIRA,-26.855212,-51.376122
4210100,MAFRA,-26.115228,-49.801038
4210209,MAJOR GERCINO,-27.41866,-48.953354
4210308,MAJOR VIEIRA,-26.357527,-50.332987
4210407,MARACAJÁ,-28.850315,-49.454376
4210506,MARAVILHA,-26.761624,-53.174819
4210555,MAREMA,-26.800422,-52.627135
4210605,MASSARANDUBA,-26.595458,-48.988745
4210704,MATOS COSTA,-26.474115,-51.157451
4210803,MELEIRO,-28.832446,-49.629849
4210852,MIRIM DOCE,-27.201205,-50.068564
4210902,MODELO,-26.778042,-53.053501
4211009,MONDAÍ,-27.103612,-53.398684
4211058,MONTE CARLO,-27.217679,-50.974105
4211108,MONTE CASTELO,-26.456362,-50.226271
4211207,MORRO DA FUMAÇA,-28.654788,-49.213257
4211256,MORRO GRANDE,-28.79972,-49.7188
4211306,NAVEGANTES,-26.897439,-48.649183
4211405,NOVA ERECHIM,-26.901273,-52.911287
4211454,NOVA ITABERABA,-26.94289,-52.811244
4211504,NOVA TRENTO,-27.287771,-48.925795
4211603,NOVA VENEZA,-28.638233,-49.503124
4211652,NOVO HORIZONTE,-26.446172,-52.834033
4211702,ORLEANS,-28.360469,-49.291426
4211751,OTACÍLIO COSTA,-27.503846,-50.112315
4211801,OURO,-27.342488,-51.620562
4211850,OURO VERDE,-26.695994,-52.310019
4211876,PAIAL,-27.255158,-52.501089
4211892,PAINEL,-27.914518,-50.11301
4211900,PALHOÇA,-27.647044,-48.670288
4212007,PALMA SOLA,-26.346508,-53.279977
4212056,PALMEIRA,-27.582262,-50.159001
4212106,PALMITOS,-27.070251,-53.162267
4212205,PAPANDUVA,-26.393983,-50.163204
4212239,PARAÍSO,-26.615263,-53.675314
4212254,PASSO DE TORRES,-29.32346,-49.725145
4212270,PASSOS MAIA,-26.780889,-52.061724
4212304,PAULO LOPES,-27.949816,-48.681495
4212403,PEDRAS GRANDES,-28.437218,-49.186488
4212502,PENHA,-26.768861,-48.647573
4212601,PERITIBA,-27.377309,-51.909815
4212700,PETROLÂNDIA,-27.528127,-49.694869
4212809,BALNEÁRIO PIÇARRAS,-26.769171,-48.675051
4212908,PINHALZINHO,-26.848814,-52.982253
4213005,PINHEIRO PRETO,-27.045135,-51.230536
4213104,PIRATUBA,-27.415954,-51.75865
4213153,PLANALTO ALEGRE,-27.06946,-52.867352
4213203,POMERODE,-26.744826,-49.174198
4213302,PONTE ALTA,-27.467784,-50.377101
4213351,PONTE ALTA DO NORTE,-27.169029,-50.465404
4213401,PONTE SERRADA,-26.874913,-52.014538
4213500,PORTO BELO,-27.149466,-48.602757
4213609,PORTO UNIÃO,-26.230005,-51.081605
4213708,POUSO REDONDO,-27.251086,-49.955652
4213807,PRAIA GRANDE,-29.195776,-49.960592
4213906,PRESIDENTE CASTELLO BRANCO,-27.219942,-51.811376
4214003,PRESIDENTE GETÚLIO,-27.041408,-49.622086
4214102,PRESIDENTE NEREU,-27.287329,-49.403293
4214151,PRINCESA,-26.444335,-53.598106
4214201,QUILOMBO,-26.740056,-52.72761
4214300,RANCHO QUEIMADO,-27.677209,-49.008432
4214409,RIO DAS ANTAS,-26.897067,-51.07602
4214508,RIO DO CAMPO,-26.942308,-50.139589
4214607,RIO DO OESTE,-27.191167,-49.802862
4214706,RIO DOS CEDROS,-26.74913,-49.272379
4214805,RIO DO SUL,-27.217903,-49.643238
4214904,RIO FORTUNA,-28.132591,-49.105094
4215000,RIO NEGRINHO,-26.255325,-49.517295
4215059,RIO RUFINO,-27.863235,-49.777592
4215075,RIQUEZA,-27.067594,-53.325286
4215109,RODEIO,-26.943502,-49.304707
4215208,ROMELÂNDIA,-26.679464,-53.320158
4215307,SALETE,-26.975244,-50.001731
4215356,SALTINHO,-26.608559,-53.058631
4215406,SALTO VELOSO,-26.903165,-51.405208
4215455,SANGÃO,-28.633223,-49.13403
4215505,SANTA CECÍLIA,-26.956901,-50.422902
4215554,SANTA HELENA,-26.939844,-53.619988
4215604,SANTA ROSA DE LIMA,-28.035606,-49.125091
4215653,SANTA ROSA DO SUL,-29.135288,-49.717626
4215679,SANTA TEREZINHA,-26.780982,-50.005529
4215687,SANTA TEREZINHA DO PROGRESSO,-26.619776,-53.199847
4215695,SANTIAGO DO SUL,-26.634809,-52.675949
4215703,SANTO AMARO DA IMPERATRIZ,-27.689748,-48.78024
4215752,SÃO BERNARDINO,-26.473278,-52.965539
4215802,SÃO BENTO DO SUL,-26.249485,-49.386979
4215901,SÃO BONIFÁCIO,-27.896497,-48.929312
4216008,SÃO CARLOS,-27.078635,-53.017394
4216057,SÃO CRISTOVÃO DO SUL,-27.282947,-50.434629
4216107,SÃO DOMINGOS,-26.55783,-52.537227
4216206,SÃO FRANCISCO DO SUL,-26.244018,-48.637571
4216255,SÃO JOÃO DO OESTE,-27.097483,-53.595967
4216305,SÃO JOÃO BATISTA,-27.295881,-48.857004
4216354,SÃO JOÃO DO ITAPERIÚ,-26.617454,-48.767765
4216404,SÃO JOÃO DO SUL,-29.22348,-49.806571
4216503,SÃO JOAQUIM,-28.294712,-49.936742
4216602,SÃO JOSÉ,-27.590312,-48.616023
4216701,SÃO JOSÉ DO CEDRO,-26.45606,-53.500124
4216800,SÃO JOSÉ DO CERRITO,-27.668587,-50.581386
4216909,SÃO LOURENÇO DO OESTE,-26.35519,-52.851334
4217006,SÃO LUDGERO,-28.326896,-49.175684
4217105,SÃO MARTINHO,-28.164495,-48.977786
4217154,SÃO MIGUEL DA BOA VISTA,-26.694475,-53.254556
4217204,SÃO MIGUEL DO OESTE,-26.726427,-53.518839
4217253,SÃO PEDRO DE ALCÂNTARA,-27.56717,-48.78767
4217303,SAUDADES,-26.919757,-52.99557
4217402,SCHROEDER,-26.420976,-49.07326
4217501,SEARA,-27.145698,-52.302855
4217550,SERRA ALTA,-26.724773,-53.046276
4217600,SIDERÓPOLIS,-28.595102,-49.420541
4217709,SOMBRIO,-29.109133,-49.63421
4217758,SUL BRASIL,-26.736936,-52.964205
4217808,TAIÓ,-27.117937,-50.005096
4217907,TANGARÁ,-27.101011,-51.245914
4217956,TIGRINHOS,-26.689475,-53.157542
4218004,TIJUCAS,-27.239454,-48.632071
4218103,TIMBÉ DO SUL,-28.832517,-49.844118
4218202,TIMBÓ,-26.822903,-49.277712
4218251,TIMBÓ GRANDE,-26.617828,-50.674674
4218301,TRÊS BARRAS,-26.114096,-50.305419
4218350,TREVISO,-28.518485,-49.455933
4218400,TREZE DE MAIO,-28.55814,-49.144815
4218509,TREZE TÍLIAS,-26.998536,-51.414675
4218608,TROMBUDO CENTRAL,-27.30302,-49.792478
4218707,TUBARÃO,-28.480034,-49.005268
4218756,TUNÁPOLIS,-26.972224,-53.64146
4218806,TURVO,-28.924749,-49.680866
4218855,UNIÃO DO OESTE,-26.761737,-52.851496
4218905,URUBICI,-28.004555,-49.588206
4218954,URUPEMA,-27.952686,-49.873211
4219002,URUSSANGA,-28.519966,-49.319108
4219101,VARGEÃO,-26.863983,-52.154106
4219150,VARGEM,-27.48997,-50.978151
4219176,VARGEM BONITA,-27.003242,-51.74474
4219200,VIDAL RAMOS,-27.395779,-49.368219
4219309,VIDEIRA,-27.006129,-51.151705
4219358,VITOR MEIRELES,-26.881578,-49.830752
4219408,WITMARSUM,-26.926743,-49.804203
4219507,XANXERÊ,-26.874584,-52.404667
4219606,XAVANTINA,-27.07025,-52.342851
4219705,XAXIM,-26.963719,-52.534933
4219853,ZORTÉA,-27.450251,-51.549566
4300034,ACEGUÁ,-31.864015,-54.164732
4300059,ÁGUA SANTA,-28.175055,-52.034633
4300109,AGUDO,-29.645663,-53.258692
4300208,AJURICABA,-28.237729,-53.772819
4300307,ALECRIM,-27.661074,-54.767096
4300406,ALEGRETE,-29.782043,-55.79587
4300455,ALEGRIA,-27.8373,-54.057366
4300471,ALMIRANTE TAMANDARÉ DO SUL,-28.113726,-52.913715
4300505,ALPESTRE,-27.248769,-53.037366
4300554,ALTO ALEGRE,-28.774746,-52.990755
4300570,ALTO FELIZ,-29.390139,-51.315816
4300604,ALVORADA,-29.997493,-51.077729
4300638,AMARAL FERRADOR,-30.875148,-52.25127
4300646,AMETISTA DO SUL,-27.356425,-53.192177
4300661,ANDRÉ DA ROCHA,-28.631977,-51.573738
4300703,ANTA GORDA,-28.970884,-52.015823
4300802,ANTÔNIO PRADO,-28.855438,-51.283577
4300851,ARAMBARÉ,-30.909346,-51.501318
4300877,ARARICÁ,-29.617244,-50.925677
4300901,ARATIBA,-27.394444,-52.303832
4301008,ARROIO DO MEIO,-29.398891,-51.947449
4301057,ARROIO DO SAL,-29.592961,-49.932958
4301073,ARROIO DO PADRE,-31.440644,-52.433302
4301107,ARROIO DOS RATOS,-30.090013,-51.733807
4301206,ARROIO DO TIGRE,-29.33586,-53.086396
4301305,ARROIO GRANDE,-32.236344,-53.082248
4301404,ARVOREZINHA,-28.873049,-52.179512
4301503,AUGUSTO PESTANA,-28.513352,-53.98947
4301552,ÁUREA,-27.693787,-52.054176
4301602,BAGÉ,-31.330502,-54.107083
4301636,BALNEÁRIO PINHAL,-30.239751,-50.236701
4301651,BARÃO,-29.380864,-51.497538
4301701,BARÃO DE COTEGIPE,-27.617093,-52.37775
4301750,BARÃO DO TRIUNFO,-30.390484,-51.737669
4301800,BARRACÃO,-27.68023,-51.460151
4301859,BARRA DO GUARITA,-27.18807,-53.714413
4301875,BARRA DO QUARAÍ,-30.211075,-57.55706
4301909,BARRA DO RIBEIRO,-30.292675,-51.300874
4301925,BARRA DO RIO AZUL,-27.408758,-52.414105
4301958,BARRA FUNDA,-27.923826,-53.036297
4302006,BARROS CASSAL,-29.087704,-52.587752
4302055,BENJAMIN CONSTANT DO SUL,-27.508584,-52.602225
4302105,BENTO GONÇALVES,-29.167402,-51.51556
4302154,BOA VISTA DAS MISSÕES,-27.666111,-53.312756
4302204,BOA VISTA DO BURICÁ,-27.671567,-54.109481
4302220,BOA VISTA DO CADEADO,-28.577434,-53.813735
4302238,BOA VISTA DO INCRA,-28.818488,-53.388705
4302253,BOA VISTA DO SUL,-29.350119,-51.677272
4302303,BOM JESUS,-28.670578,-50.433349
4302352,BOM PRINCÍPIO,-29.494485,-51.355519
4302378,BOM PROGRESSO,-27.546774,-53.866791
4302402,BOM RETIRO DO SUL,-29.607423,-51.943847
4302451,BOQUEIRÃO DO LEÃO,-29.305158,-52.42805
4302501,BOSSOROCA,-28.730724,-54.909811
4302584,BOZANO,-28.36629,-53.772402
4302600,BRAGA,-27.619193,-53.744329
4302659,BROCHIER,-29.555528,-51.588916
4302709,BUTIÁ,-30.116144,-51.961483
4302808,CAÇAPAVA DO SUL,-30.514743,-53.487569
4302907,CACEQUI,-29.880288,-54.827728
4303004,CACHOEIRA DO SUL,-30.04582,-52.893413
4303103,CACHOEIRINHA,-29.950629,-51.093677
4303202,CACIQUE DOBLE,-27.768232,-51.664113
4303301,CAIBATÉ,-28.291075,-54.637887
4303400,CAIÇARA,-27.280941,-53.431895
4303509,CAMAQUÃ,-30.850704,-51.814601
4303558,CAMARGO,-28.589238,-52.203799
4303608,CAMBARÁ DO SUL,-29.048175,-50.143765
4303673,CAMPESTRE DA SERRA,-28.796512,-51.095664
4303707,CAMPINA DAS MISSÕES,-27.99169,-54.845329
4303806,CAMPINAS DO SUL,-27.711601,-52.633104
4303905,CAMPO BOM,-29.675685,-51.05887
4304002,CAMPO NOVO,-27.674493,-53.802814
4304101,CAMPOS BORGES,-28.892132,-52.998915
4304200,CANDELÁRIA,-29.671285,-52.789668
4304309,CÂNDIDO GODÓI,-27.951318,-54.752834
4304358,CANDIOTA,-31.56101,-53.677805
4304408,CANELA,-29.357972,-50.814867
4304507,CANGUÇU,-31.39386,-52.676286
4304606,CANOAS,-29.918697,-51.18103
4304614,CANUDOS DO VALE,-29.323525,-52.232383
4304622,CAPÃO BONITO DO SUL,-28.125975,-51.395158
4304630,CAPÃO DA CANOA,-29.761467,-50.020022
4304655,CAPÃO DO CIPÓ,-28.931628,-54.554699
4304663,CAPÃO DO LEÃO,-31.766839,-52.487008
4304671,CAPIVARI DO SUL,-30.14966,-50.508808
4304689,CAPELA DE SANTANA,-29.701945,-51.321769
4304697,CAPITÃO,-29.2695,-51.985969
4304705,CARAZINHO,-28.286511,-52.791897
4304713,CARAÁ,-29.778637,-50.435756
4304804,CARLOS BARBOSA,-29.298297,-51.503818
4304853,CARLOS GOMES,-27.714892,-51.917576
4304903,CASCA,-28.559874,-51.983233
4304952,CASEIROS,-28.273565,-51.692683
4305009,CATUÍPE,-28.254234,-54.012387
4305108,CAXIAS DO SUL,-29.166899,-51.17886
4305116,CENTENÁRIO,-27.762847,-52.002054
4305124,CERRITO,-31.852639,-52.814802
4305132,CERRO BRANCO,-29.656287,-52.941978
4305157,CERRO GRANDE,-27.60798,-53.165913
4305173,CERRO GRANDE DO SUL,-30.602029,-51.753103
4305207,CERRO LARGO,-28.147841,-54.739997
4305306,CHAPADA,-28.05845,-53.067277
4305355,CHARQUEADAS,-29.9568,-51.625006
4305371,CHARRUA,-27.952831,-52.029412
4305405,CHIAPETTA,-27.917365,-53.94575
4305439,CHUÍ,-33.687567,-53.462675
4305447,CHUVISCA,-30.757427,-51.978542
4305454,CIDREIRA,-30.18117,-50.209092
4305504,CIRÍACO,-28.344303,-51.883031
4305587,COLINAS,-29.392537,-51.868576
4305603,COLORADO,-28.522948,-52.993176
4305702,CONDOR,-28.205296,-53.488943
4305801,CONSTANTINA,-27.730411,-52.987739
4305835,COQUEIRO BAIXO,-29.179257,-52.094603
4305850,COQUEIROS DO SUL,-28.117428,-52.778801
4305871,CORONEL BARROS,-28.384541,-54.073662
4305900,CORONEL BICACO,-27.717873,-53.709128
4305934,CORONEL PILAR,-29.27271,-51.684935
4305959,COTIPORÃ,-28.998576,-51.696434
4305975,COXILHA,-28.121342,-52.300278
4306007,CRISSIUMAL,-27.498012,-54.100035
4306056,CRISTAL,-30.999345,-52.04941
4306072,CRISTAL DO SUL,-27.45363,-53.249184
4306106,CRUZ ALTA,-28.642447,-53.605241
4306130,CRUZALTENSE,-27.664888,-52.648143
4306205,CRUZEIRO DO SUL,-29.508291,-51.991576
4306304,DAVID CANABARRO,-28.384612,-51.852249
4306320,DERRUBADAS,-27.265391,-53.865119
4306353,DEZESSEIS DE NOVEMBRO,-28.226876,-55.048209
4306379,DILERMANDO DE AGUIAR,-29.701964,-54.21356
4306403,DOIS IRMÃOS,-29.584159,-51.087619
4306429,DOIS IRMÃOS DAS MISSÕES,-27.657537,-53.530865
4306452,DOIS LAJEADOS,-28.975205,-51.835103
4306502,DOM FELICIANO,-30.708598,-52.103934
4306551,DOM PEDRO DE ALCÂNTARA,-29.370187,-49.84955
4306601,DOM PEDRITO,-30.981267,-54.67413
4306700,DONA FRANCISCA,-29.624852,-53.362333
4306734,DOUTOR MAURÍCIO CARDOSO,-27.509213,-54.358268
4306759,DOUTOR RICARDO,-29.099031,-51.984904
4306767,ELDORADO DO SUL,-29.999293,-51.310419
4306809,ENCANTADO,-29.239917,-51.873023
4306908,ENCRUZILHADA DO SUL,-30.543657,-52.522045
4306924,ENGENHO VELHO,-27.708587,-52.911921
4306932,ENTRE-IJUÍS,-28.362794,-54.271432
4306957,ENTRE RIOS DO SUL,-27.528858,-52.735068
4306973,EREBANGO,-27.849196,-52.299711
4307005,ERECHIM,-27.633406,-52.275877
4307054,ERNESTINA,-28.497155,-52.572176
4307104,HERVAL,-32.026744,-53.394338
4307203,ERVAL GRANDE,-27.393337,-52.570112
4307302,ERVAL SECO,-27.549417,-53.509573
4307401,ESMERALDA,-28.057276,-51.188794
4307450,ESPERANÇA DO SUL,-27.359944,-53.992768
4307500,ESPUMOSO,-28.731445,-52.841927
4307559,ESTAÇÃO,-27.909006,-52.270486
4307609,ESTÂNCIA VELHA,-29.650148,-51.174294
4307708,ESTEIO,-29.852186,-51.143837
4307807,ESTRELA,-29.503472,-51.97026
4307815,ESTRELA VELHA,-29.179661,-53.160294
4307831,EUGÊNIO DE CASTRO,-28.52506,-54.148113
4307864,FAGUNDES VARELA,-28.882134,-51.691449
4307906,FARROUPILHA,-29.223679,-51.34835
4308003,FAXINAL DO SOTURNO,-29.57433,-53.439065
4308052,FAXINALZINHO,-27.425416,-52.670591
4308078,FAZENDA VILANOVA,-29.588575,-51.821183
4308102,FELIZ,-29.453971,-51.310102
4308201,FLORES DA CUNHA,-29.031142,-51.182221
4308250,FLORIANO PEIXOTO,-27.862509,-52.085607
4308300,FONTOURA XAVIER,-28.982168,-52.344953
4308409,FORMIGUEIRO,-29.997634,-53.500294
4308433,FORQUETINHA,-29.380634,-52.096917
4308458,FORTALEZA DOS VALOS,-28.787883,-53.235523
4308508,FREDERICO WESTPHALEN,-27.358882,-53.400777
4308607,GARIBALDI,-29.254549,-51.529548
4308656,GARRUCHOS,-28.189477,-55.634072
4308706,GAURAMA,-27.583858,-52.100138
4308805,GENERAL CÂMARA,-29.902984,-51.763431
4308854,GENTIL,-28.433848,-52.034524
4308904,GETÚLIO VARGAS,-27.875912,-52.249574
4309001,GIRUÁ,-28.029744,-54.35084
4309050,GLORINHA,-29.877134,-50.786207
4309100,GRAMADO,-29.379738,-50.871946
4309126,GRAMADO DOS LOUREIROS,-27.444385,-52.918218
4309159,GRAMADO XAVIER,-29.269936,-52.577838
4309209,GRAVATAÍ,-29.945519,-50.990793
4309258,GUABIJU,-28.540672,-51.691047
4309308,GUAÍBA,-30.108602,-51.314684
4309407,GUAPORÉ,-28.849134,-51.890651
4309506,GUARANI DAS MISSÕES,-28.141779,-54.560556
4309555,HARMONIA,-29.549049,-51.41404
4309571,HERVEIRAS,-29.457044,-52.650171
4309605,HORIZONTINA,-27.630097,-54.308792
4309654,HULHA NEGRA,-31.405098,-53.867825
4309704,HUMAITÁ,-27.56149,-53.976506
4309753,IBARAMA,-29.420744,-53.1332
4309803,IBIAÇÁ,-28.04885,-51.857252
4309902,IBIRAIARAS,-28.369227,-51.635324
4309951,IBIRAPUITÃ,-28.61502,-52.519386
4310009,IBIRUBÁ,-28.627608,-53.088354
4310108,IGREJINHA,-29.57222,-50.798711
4310207,IJUÍ,-28.388537,-53.918067
4310306,ILÓPOLIS,-28.929153,-52.122157
4310330,IMBÉ,-29.974778,-50.13058
4310363,IMIGRANTE,-29.352158,-51.770191
4310405,INDEPENDÊNCIA,-27.847332,-54.188108
4310413,INHACORÁ,-27.880454,-54.012546
4310439,IPÊ,-28.818328,-51.27991
4310462,IPIRANGA DO SUL,-27.935984,-52.425061
4310504,IRAÍ,-27.192282,-53.264296
4310538,ITAARA,-29.602888,-53.757849
4310553,ITACURUBI,-28.802205,-55.232723
4310579,ITAPUCA,-28.780296,-52.172367
4310603,ITAQUI,-29.128637,-56.557133
4310652,ITATI,-29.500248,-50.101782
4310702,ITATIBA DO SUL,-27.383292,-52.452443
4310751,IVORÁ,-29.519534,-53.580886
4310801,IVOTI,-29.594157,-51.159574
4310850,JABOTICABA,-27.631222,-53.284389
4310876,JACUIZINHO,-29.033816,-53.056551
4310900,JACUTINGA,-27.728494,-52.543173
4311007,JAGUARÃO,-32.563569,-53.377523
4311106,JAGUARI,-29.497347,-54.693847
4311122,JAQUIRANA,-28.880568,-50.358037
4311130,JARI,-29.290081,-54.219936
4311155,JÓIA,-28.645624,-54.115965
4311205,JÚLIO DE CASTILHOS,-29.226449,-53.6831
4311239,LAGOA BONITA DO SUL,-29.494131,-53.016983
4311254,LAGOÃO,-29.224316,-52.775029
4311270,LAGOA DOS TRÊS CANTOS,-28.569468,-52.857835
4311304,LAGOA VERMELHA,-28.20887,-51.527229
4311403,LAJEADO,-29.465454,-51.967828
4311429,LAJEADO DO BUGRE,-27.690769,-53.181387
4311502,LAVRAS DO SUL,-30.81201,-53.898477
4311601,LIBERATO SALZANO,-27.59647,-53.074861
4311627,LINDOLFO COLLOR,-29.600804,-51.208155
4311643,LINHA NOVA,-29.462639,-51.201902
4311700,MACHADINHO,-27.56814,-51.667507
4311718,MAÇAMBARÁ,-29.146144,-56.063613
4311734,MAMPITUBA,-29.210649,-49.936514
4311759,MANOEL VIANA,-29.580537,-55.491663
4311775,MAQUINÉ,-29.679137,-50.203395
4311791,MARATÁ,-29.555323,-51.555567
4311809,MARAU,-28.448454,-52.196777
4311908,MARCELINO RAMOS,-27.461391,-51.913319
4311981,MARIANA PIMENTEL,-30.353622,-51.587343
4312005,MARIANO MORO,-27.352613,-52.148892
4312054,MARQUES DE SOUZA,-29.329137,-52.097804
4312104,MATA,-29.569392,-54.452435
4312138,MATO CASTELHANO,-28.275762,-52.197261
4312153,MATO LEITÃO,-29.52483,-52.133029
4312179,MATO QUEIMADO,-28.255816,-54.616837
4312203,MAXIMILIANO DE ALMEIDA,-27.634941,-51.801718
4312252,MINAS DO LEÃO,-30.12244,-52.05128
4312302,MIRAGUAÍ,-27.496076,-53.685994
4312351,MONTAURI,-28.653207,-52.076108
4312377,MONTE ALEGRE DOS CAMPOS,-28.685072,-50.782834
4312385,MONTE BELO DO SUL,-29.159941,-51.631559
4312401,MONTENEGRO,-29.688119,-51.461299
4312427,MORMAÇO,-28.693351,-52.692826
4312443,MORRINHOS DO SUL,-29.362964,-49.932763
4312450,MORRO REDONDO,-31.582203,-52.65778
4312476,MORRO REUTER,-29.539342,-51.080088
4312500,MOSTARDAS,-31.108225,-50.919159
4312609,MUÇUM,-29.165615,-51.866056
4312617,MUITOS CAPÕES,-28.318913,-51.184602
4312625,MULITERNO,-28.330265,-51.768701
4312658,NÃO-ME-TOQUE,-28.459907,-52.819279
4312674,NICOLAU VERGUEIRO,-28.536215,-52.462401
